no;exp;wks;occ;ind;south;smsa;ms;fem;union;ed;blk;lwage;t;id
1083;7;48;0;0;0;1;1;0;0;16;0;7.003069878;5;155
1084;8;48;0;0;0;1;1;0;0;16;0;7.279319763;6;155
1085;9;48;0;1;0;1;1;0;0;16;0;7.377759933;7;155
1086;33;47;0;0;0;0;1;0;0;13;0;6.652860165;1;156
1087;34;47;0;0;0;0;1;0;0;13;0;6.77421999;2;156
1088;35;47;0;0;0;0;1;0;0;13;0;6.802390099;3;156
1089;36;47;0;0;0;0;1;0;0;13;0;6.856460094;4;156
1090;37;48;0;0;0;0;1;0;0;13;0;7.003069878;5;156
1091;38;48;1;0;0;0;1;0;0;13;0;7.090079784;6;156
1092;39;48;1;0;0;0;1;0;0;13;0;7.069019794;7;156
1093;8;48;1;1;0;0;1;0;1;12;0;6.545350075;1;157
1094;9;51;0;1;0;0;1;0;1;12;0;6.453619957;2;157
1095;10;49;0;1;0;0;1;0;1;12;0;6.577859879;3;157
1096;11;49;0;1;0;0;1;0;1;12;0;6.67456007;4;157
1097;12;50;1;1;0;0;1;0;1;12;0;6.773079872;5;157
1098;13;50;0;1;0;0;1;0;1;12;0;6.869009972;6;157
1099;14;50;1;1;0;0;1;0;1;12;0;6.907760143;7;157
1100;29;46;1;1;0;1;1;0;0;12;0;6.638569832;1;158
1101;30;47;1;1;0;1;1;0;0;12;0;6.68460989;2;158
1102;31;47;1;1;0;1;1;0;0;12;0;6.733399868;3;158
1103;32;47;1;1;0;1;1;0;0;12;0;6.88244009;4;158
1104;33;47;1;1;0;1;1;0;0;12;0;6.925600052;5;158
1105;34;47;1;1;0;1;1;0;0;12;0;7.041409969;6;158
1106;35;47;1;1;0;1;1;0;0;12;0;7.088409901;7;158
1107;30;49;0;1;0;0;1;0;0;12;0;6.551080227;1;159
1108;31;49;0;1;0;0;1;0;0;12;0;6.586170197;2;159
1109;32;49;0;0;0;0;1;0;0;12;0;6.652860165;3;159
1110;33;52;0;1;0;0;1;0;0;12;0;6.437749863;4;159
1111;34;48;0;1;0;0;1;0;0;12;0;6.620069981;5;159
1112;35;50;0;1;0;0;1;0;0;12;0;6.802390099;6;159
1113;36;49;1;1;0;0;1;0;1;12;0;6.68460989;7;159
1114;25;38;0;0;0;1;1;0;1;17;0;6.620069981;1;160
1115;26;40;0;0;0;1;1;0;1;17;0;6.802390099;2;160
1116;27;39;0;0;0;1;1;0;1;17;0;6.856460094;3;160
1117;28;38;0;0;0;1;1;0;1;17;0;6.907760143;4;160
1118;29;39;0;0;0;1;1;0;1;17;0;6.956550121;5;160
1119;30;39;0;0;0;1;1;0;1;17;0;7.090079784;6;160
1120;31;35;0;0;0;1;1;0;1;17;0;7.150700092;7;160
1121;9;50;1;0;0;0;1;0;0;12;0;6.109250069;1;161
1122;10;52;1;0;0;0;1;0;0;12;0;6.2146101;2;161
1123;11;52;1;0;0;0;1;0;0;12;0;6.2146101;3;161
1124;12;52;1;0;0;0;1;0;0;12;0;6.558199883;4;161
1125;13;52;1;0;0;0;1;0;0;12;0;6.665679932;5;161
1126;14;46;1;0;0;0;1;0;0;12;0;6.861710072;6;161
1127;15;52;1;0;0;0;1;0;0;12;0;6.970729828;7;161
1128;8;50;1;0;0;1;1;0;0;12;0;5.743000031;1;162
1129;9;38;1;0;0;1;1;0;0;12;0;6.052090168;2;162
1130;10;49;0;0;0;1;1;0;0;12;0;6.079929829;3;162
1131;11;49;1;0;0;1;1;0;0;12;0;6.309919834;4;162
1132;12;51;1;0;0;1;1;0;0;12;0;6.396930218;5;162
1133;13;51;1;0;0;1;1;0;0;12;0;6.476970196;6;162
1134;14;49;1;0;0;1;0;0;0;12;0;6.514709949;7;162
1135;10;50;1;1;1;1;1;0;1;12;0;6.040249825;1;163
1136;11;52;1;1;1;1;1;0;1;12;0;6.184150219;2;163
1137;12;51;1;1;1;1;1;0;1;12;0;6.2146101;3;163
1138;13;49;1;1;1;1;1;0;1;12;0;6.309919834;4;163
1139;14;49;1;1;1;1;1;0;1;12;0;6.455200195;5;163
1140;15;50;1;1;1;1;1;0;1;12;0;6.522089958;6;163
1141;16;49;1;1;1;1;1;0;1;12;0;6.64248991;7;163
1142;10;49;1;1;1;1;0;1;0;11;1;6.073040009;1;164
1143;11;46;1;1;1;1;0;1;0;11;1;6.194409847;2;164
1144;12;50;1;1;1;1;0;1;0;11;1;6.318970203;3;164
1145;13;50;1;1;1;1;0;1;0;11;1;6.395259857;4;164
1146;14;46;1;1;1;1;0;1;0;11;1;6.476970196;5;164
1147;15;45;1;1;1;1;0;1;0;11;1;6.597149849;6;164
1148;16;41;1;1;1;1;0;1;0;11;1;6.692080021;7;164
1149;37;50;1;1;0;0;1;0;1;12;0;6.177939892;1;165
1150;38;50;1;1;0;0;1;0;1;12;0;6.31716013;2;165
1151;39;50;1;1;0;0;1;0;1;12;0;6.411819935;3;165
1152;40;50;1;1;0;0;1;0;1;12;0;6.396930218;4;165
1153;41;40;1;1;0;0;1;0;1;12;0;6.514709949;5;165
1154;42;48;1;1;0;0;1;0;1;12;0;6.613379955;6;165
1155;43;45;1;1;0;0;1;0;1;12;0;6.678339958;7;165
1156;10;50;0;0;0;1;1;0;0;15;0;6.715380192;1;166
1157;11;48;0;0;0;1;1;0;0;15;0;6.785590172;2;166
1158;12;48;0;0;0;1;1;0;0;15;0;6.884490013;3;166
1159;13;47;0;0;0;1;1;0;0;15;0;7.003069878;4;166
1160;14;43;0;0;0;1;1;0;0;15;0;7.090079784;5;166
1161;15;49;0;0;0;1;1;0;0;15;0;7.170119762;6;166
1162;16;48;0;0;0;1;1;0;0;15;0;7.293019772;7;166
1163;10;20;1;0;0;0;0;1;0;10;0;5.010640144;1;167
1164;11;30;1;0;0;0;0;1;0;10;0;5.010640144;2;167
1165;12;36;1;0;0;0;0;1;0;10;0;5.521460056;3;167
1166;13;52;1;0;0;0;0;1;0;10;0;5.669879913;4;167
1167;14;52;1;0;0;0;0;1;0;10;0;5.736569881;5;167
1168;15;29;1;0;0;0;0;1;0;10;0;5.814129829;6;167
1169;16;40;1;0;0;0;0;1;0;10;0;5.814129829;7;167
1170;3;40;0;0;0;1;1;0;0;17;0;6.232450008;1;168
1171;4;42;0;0;0;1;1;0;0;17;0;6.579249859;2;168
1172;5;44;0;0;0;1;1;0;1;17;0;6.652860165;3;168
1173;6;48;0;0;0;1;1;0;1;17;0;6.745240211;4;168
1174;7;48;0;0;0;1;1;0;0;17;0;7.495540142;5;168
1175;8;48;0;0;0;1;1;0;0;17;0;8.1605196;6;168
1176;9;50;0;0;0;1;1;0;0;17;0;8.308199883;7;168
1177;25;50;0;0;1;0;1;0;0;17;0;6.905749798;1;169
1178;26;50;0;0;1;0;1;0;0;17;0;6.905749798;2;169
1179;27;51;0;0;1;0;1;0;0;17;0;7.408530235;3;169
1180;28;51;0;0;1;0;1;0;0;17;0;7.467370033;4;169
1181;29;51;0;0;1;0;1;0;0;17;0;7.522940159;5;169
1182;30;49;0;0;1;0;1;0;0;17;0;7.467370033;6;169
1183;31;50;0;0;1;0;1;0;0;17;0;7.57558012;7;169
1184;24;39;1;0;1;0;1;0;0;9;0;5.673319817;1;170
1185;25;47;1;0;1;0;1;0;0;9;0;5.746200085;2;170
1186;26;49;1;0;1;0;1;0;0;9;0;5.828949928;3;170
1187;27;50;1;0;1;0;1;0;0;9;0;6.079929829;4;170
1188;28;52;1;0;1;0;1;0;0;9;0;5.991459846;5;170
1189;29;49;1;0;1;0;1;0;0;9;0;5.991459846;6;170
1190;30;49;1;0;1;0;1;0;0;9;0;6.137730122;7;170
1191;12;51;1;0;0;1;0;0;0;12;1;5.991459846;1;171
1192;13;51;1;0;0;1;0;0;0;12;1;5.926929951;2;171
1193;14;50;1;0;0;1;0;0;0;12;1;6.079929829;3;171
1194;15;49;0;0;0;1;0;0;0;12;1;6.079929829;4;171
1195;16;45;0;0;0;1;0;0;0;12;1;6.263400078;5;171
1196;17;52;0;0;0;1;0;0;0;12;1;6.437749863;6;171
1197;18;28;0;0;0;1;0;0;0;12;1;6.551080227;7;171
1198;10;48;0;1;0;1;1;0;0;16;0;6.905749798;1;172
1199;11;47;0;1;0;1;1;0;0;16;0;6.905749798;2;172
1200;12;47;0;1;0;1;1;0;0;16;0;7.227660179;3;172
1201;13;46;0;1;0;1;1;0;0;16;0;7.293019772;4;172
1202;14;48;0;1;0;1;1;0;0;16;0;7.333680153;5;172
1203;15;49;0;0;0;1;1;0;0;16;0;7.573530197;6;172
1204;16;50;0;0;0;1;1;0;0;16;0;7.271009922;7;172
1205;28;48;0;1;0;1;1;0;0;16;0;6.905749798;1;173
1206;29;46;0;1;0;1;1;0;0;16;0;6.905749798;2;173
1207;30;46;0;1;0;1;1;0;0;16;0;7.346010208;3;173
1208;31;49;0;1;0;1;1;0;0;16;0;7.313220024;4;173
1209;32;44;0;1;0;1;1;0;0;16;0;7.554860115;5;173
1210;33;48;0;1;0;1;1;0;0;16;0;7.718689919;6;173
1211;34;43;0;1;0;1;1;0;0;16;0;7.696209908;7;173
1212;5;28;1;1;0;1;0;0;1;12;0;6.082220078;1;174
1213;6;40;0;1;0;1;0;0;1;12;0;6.513229847;2;174
1214;7;29;1;1;0;1;0;0;1;12;0;6.621409893;3;174
1215;8;46;1;1;0;1;0;0;1;12;0;6.699500084;4;174
1216;9;48;1;1;0;1;0;0;1;12;0;6.795710087;5;174
1217;10;49;1;1;0;1;0;0;1;12;0;6.896689892;6;174
1218;11;48;1;1;0;1;0;0;1;12;0;6.996679783;7;174
1219;3;49;0;0;0;1;0;1;0;12;0;5.966149807;1;175
1220;4;50;0;0;0;1;0;1;0;12;0;6.111470222;2;175
1221;5;48;0;0;0;1;0;1;0;12;0;6.173789978;3;175
1222;6;49;0;0;0;1;0;1;0;12;0;6.220590115;4;175
1223;7;48;0;0;0;1;0;1;0;12;0;6.289720058;5;175
1224;8;50;0;0;0;1;0;1;0;12;0;6.364749908;6;175
1225;9;49;0;0;0;1;0;1;0;12;0;6.727429867;7;175
1226;4;50;1;0;0;0;1;0;0;14;0;6.436150074;1;176
1227;5;50;0;0;0;0;1;0;0;14;0;6.659289837;2;176
1228;6;50;0;0;0;0;1;0;0;14;0;6.745240211;3;176
1229;7;50;0;0;0;0;1;0;0;14;0;6.856460094;4;176
1230;8;50;0;0;0;0;1;0;0;14;0;6.907760143;5;176
1231;9;49;0;0;0;0;1;0;0;14;0;7.133299828;6;176
1232;10;47;0;0;0;0;1;0;0;14;0;7.218910217;7;176
1233;19;49;0;0;0;1;0;1;0;15;0;6.77421999;1;177
1234;20;51;0;0;0;1;0;1;0;15;0;6.825459957;2;177
1235;21;48;0;0;0;1;0;1;0;15;0;6.079929829;3;177
1236;22;49;0;0;0;1;0;1;0;15;0;6.907760143;4;177
1237;23;47;0;0;0;1;0;1;0;15;0;6.2146101;5;177
1238;24;52;0;0;0;1;0;1;0;15;0;6.700729847;6;177
1239;25;50;0;0;0;1;0;1;0;15;0;6.593039989;7;177
1240;3;49;1;1;0;0;1;0;0;9;0;6.100319862;1;178
1241;4;48;1;1;0;0;1;0;0;9;0;6.156980038;2;178
1242;5;49;1;1;0;0;1;0;0;9;0;6.242219925;3;178
1243;6;50;1;1;0;0;1;0;0;9;0;6.383510113;4;178
1244;7;51;1;1;0;0;1;0;0;9;0;6.424870014;5;178
1245;8;47;1;1;0;0;1;0;0;9;0;6.57227993;6;178
1246;9;49;1;1;0;0;1;0;0;9;0;6.756929874;7;178
1247;20;47;1;0;0;0;1;0;0;16;0;5.746200085;1;179
1248;21;47;1;0;0;0;1;0;0;16;0;5.926929951;2;179
1249;22;49;1;0;0;0;1;0;0;16;0;6.016160011;3;179
1250;23;50;1;0;0;0;1;0;0;16;0;5.948029995;4;179
1251;24;46;1;0;0;0;1;0;0;16;0;6.052090168;5;179
1252;25;48;1;0;0;0;1;0;0;16;0;6.324359894;6;179
1253;26;49;1;0;0;0;1;0;0;16;0;6.369900227;7;179
1254;11;48;0;0;0;1;1;0;0;12;0;6.289720058;1;180
1255;12;48;0;0;0;1;1;0;0;12;0;6.396930218;2;180
1256;13;50;0;0;0;0;1;0;0;12;0;6.545350075;3;180
1257;14;50;0;0;0;1;1;0;0;12;0;6.731019974;4;180
1258;15;51;0;0;0;1;1;0;0;12;0;7.493319988;5;180
1259;16;50;0;0;0;1;1;0;0;12;0;6.731019974;6;180
1260;17;50;0;0;0;1;1;0;0;12;0;6.982860088;7;180
1261;14;46;1;1;1;0;1;0;1;12;0;6.551080227;1;181
1262;15;26;0;1;1;0;1;0;0;12;0;6.866930008;2;181
1263;16;50;0;1;1;0;1;0;0;12;0;6.925600052;3;181
1264;17;49;0;1;1;0;1;0;0;12;0;7.064760208;4;181
1265;18;49;1;1;1;0;1;0;0;12;0;7.130899906;5;181
1266;19;49;1;1;1;0;1;0;0;12;0;7.438379765;6;181
1267;20;32;1;1;1;0;1;0;1;12;0;7.144410133;7;181
1268;8;51;1;0;1;0;1;1;0;14;0;5.857930183;1;182
1269;9;51;1;0;1;0;1;1;0;14;0;5.886099815;2;182
1270;10;51;1;0;1;0;1;1;0;14;0;5.991459846;3;182
1271;11;50;1;0;1;0;1;1;0;14;0;6.028279781;4;182
1272;12;50;1;0;1;0;1;1;0;14;0;6.109250069;5;182
1273;13;50;1;0;1;0;0;1;0;14;0;6.163310051;6;182
1274;14;51;1;0;1;0;0;1;0;14;0;6.2146101;7;182
1275;10;36;1;0;1;0;0;1;0;8;0;5.420529842;1;183
1276;11;36;1;0;1;0;0;1;0;8;0;5.517449856;2;183
1277;12;39;1;0;1;0;0;1;0;8;0;5.192959785;3;183
1278;13;36;1;0;1;0;0;1;0;8;0;5.347109795;4;183
1279;14;35;1;0;1;0;0;1;0;8;0;5.641910076;5;183
1280;15;38;1;0;1;0;0;1;0;8;0;5.659480095;6;183
1281;16;41;1;0;1;0;0;1;0;8;0;5.752570152;7;183
1282;25;47;1;1;0;1;1;0;0;12;0;6.553929806;1;184
1283;26;47;1;1;0;1;1;0;0;12;0;6.715380192;2;184
1284;27;47;1;1;0;1;1;0;0;12;0;6.624070168;3;184
1285;28;47;1;1;0;1;1;0;0;12;0;6.830870152;4;184
1286;29;47;1;1;0;1;1;0;0;12;0;6.956550121;5;184
1287;30;47;1;1;0;1;1;0;1;12;0;6.790100098;6;184
1288;31;47;1;1;0;1;1;0;1;12;0;7.090079784;7;184
1289;23;48;1;0;0;0;1;0;1;12;0;6.551080227;1;185
1290;24;49;1;0;0;0;1;0;1;12;0;6.620069981;2;185
1291;25;48;1;0;0;0;1;0;1;12;0;6.705639839;3;185
1292;26;48;1;0;0;0;1;0;1;12;0;6.785590172;4;185
1293;27;46;1;0;0;0;1;0;1;12;0;6.888569832;5;185
1294;28;46;1;0;0;0;1;0;1;12;0;7.007599831;6;185
1295;29;47;1;0;0;0;1;0;1;12;0;7.11232996;7;185
1296;35;45;1;0;0;1;1;0;0;12;0;6.802390099;1;186
1297;36;45;1;0;0;1;1;0;0;12;0;6.856460094;2;186
1298;37;45;1;0;0;1;1;0;0;12;0;6.980080128;3;186
1299;38;46;1;0;0;1;1;0;0;12;0;7.095890045;4;186
1300;39;44;1;0;0;1;1;0;0;12;0;7.488289833;5;186
1301;40;44;1;0;0;1;1;0;0;12;0;7.451240063;6;186
1302;41;30;1;1;0;1;1;0;1;12;0;7.478730202;7;186
1303;22;47;1;0;0;1;0;0;1;12;0;6.905749798;1;187
1304;23;49;1;0;0;1;1;0;1;12;0;6.905749798;2;187
1305;24;45;1;0;0;1;1;0;1;12;0;7.116390228;3;187
1306;25;26;1;0;0;1;1;0;1;12;0;7.074120045;4;187
1307;26;22;1;0;0;1;1;0;1;12;0;7.057899952;5;187
1308;27;48;1;0;0;1;1;0;1;12;0;7.02643013;6;187
1309;28;42;1;0;0;1;1;0;1;12;0;7.262629986;7;187
1310;10;49;0;0;0;1;1;0;0;12;0;6.620069981;1;188
1311;11;48;0;0;0;1;1;0;0;12;0;6.620069981;2;188
1312;12;48;0;0;0;1;1;0;0;12;0;6.833030224;3;188
1313;13;48;0;0;0;1;1;0;0;12;0;6.925600052;4;188
1314;14;47;0;0;0;1;1;0;0;12;0;7.023759842;5;188
1315;15;46;0;0;0;1;1;0;0;12;0;7.063049793;6;188
1316;16;48;0;0;0;1;1;0;0;12;0;7.183110237;7;188
1317;23;48;0;0;0;1;1;0;0;17;0;6.905749798;1;189
1318;24;48;0;0;0;0;1;0;0;17;0;6.905749798;2;189
1319;25;49;0;0;0;0;1;0;0;17;0;7.047520161;3;189
1320;26;48;0;0;0;0;1;0;0;17;0;7.090079784;4;189
1321;27;48;0;0;0;0;1;0;0;17;0;7.130899906;5;189
1322;28;48;0;0;0;0;1;0;0;17;0;6.999420166;6;189
1323;29;49;0;0;0;0;1;0;0;17;0;7.014810085;7;189
1324;6;51;1;1;1;0;1;0;0;9;0;6.09581995;1;190
1325;7;51;1;1;1;0;1;0;0;9;0;6.291570187;2;190
1326;8;50;1;1;1;0;1;0;0;9;0;6.405230045;3;190
1327;9;50;1;1;1;0;1;0;0;9;0;6.620069981;4;190
1328;10;49;1;1;1;0;1;0;0;9;0;6.719009876;5;190
1329;11;50;1;1;1;0;1;0;0;9;0;6.825459957;6;190
1330;12;50;1;1;1;0;1;0;0;9;0;6.954639912;7;190
1331;25;50;1;1;1;0;1;0;1;6;0;6.100319862;1;191
1332;26;51;1;1;1;0;1;0;1;6;0;6.291570187;2;191
1333;27;51;1;1;1;0;1;0;1;6;0;6.291570187;3;191
1334;28;51;1;1;1;0;1;0;1;6;0;6.371610165;4;191
1335;29;44;1;1;1;0;1;0;1;6;0;6.473889828;5;191
1336;30;41;1;1;1;0;1;0;1;6;0;6.546790123;6;191
1337;31;42;1;1;1;0;1;0;1;6;0;6.590300083;7;191
1338;6;48;0;1;0;1;1;0;1;12;0;6.285999775;1;192
1339;7;49;0;1;0;1;1;0;1;12;0;6.459899902;2;192
1340;8;42;0;1;0;1;1;0;1;12;0;6.549650192;3;192
1341;9;15;0;1;0;1;1;0;1;12;0;6.646389961;4;192
1342;10;44;0;1;0;1;1;0;1;12;0;6.768489838;5;192
1343;11;47;1;1;0;1;1;0;1;12;0;6.841619968;6;192
1344;12;44;0;1;0;1;1;0;1;12;0;6.947939873;7;192
1345;32;48;0;0;0;1;1;0;0;16;0;6.905749798;1;193
1346;33;49;0;0;0;1;1;0;0;16;0;6.905749798;2;193
1347;34;50;0;0;0;1;1;0;0;16;0;7.365180016;3;193
1348;35;48;0;0;0;1;1;0;0;16;0;7.424759865;4;193
1349;36;49;0;0;0;1;1;0;0;16;0;7.467370033;5;193
1350;37;52;0;0;0;1;1;0;0;16;0;7.28139019;6;193
1351;38;50;0;0;0;1;1;0;0;16;0;7.493319988;7;193
1352;11;47;1;0;0;0;1;0;1;12;0;6.549650192;1;194
1353;12;45;1;0;0;0;1;0;1;12;0;6.835179806;2;194
1354;13;48;1;0;0;0;1;0;1;12;0;6.797939777;3;194
1355;14;48;1;0;0;0;1;0;1;12;0;6.801280022;4;194
1356;15;48;1;0;0;0;1;0;1;12;0;6.910749912;5;194
1357;16;51;1;1;0;0;1;0;1;12;0;6.690839767;6;194
1358;17;49;1;1;0;0;1;0;1;12;0;6.476970196;7;194
1359;11;52;0;1;1;1;1;0;0;16;0;6.445720196;1;195
1360;12;50;0;1;1;1;1;0;0;16;0;6.620069981;2;195
1361;13;50;0;1;1;1;1;0;0;16;0;6.697030067;3;195
1362;14;50;0;1;1;1;1;0;0;16;0;6.829790115;4;195
1363;15;50;0;1;1;1;1;0;0;16;0;6.907760143;5;195
1364;16;51;0;1;1;1;1;0;0;16;0;6.722630024;6;195
1365;17;52;0;1;1;1;1;0;0;16;0;6.720220089;7;195
1366;7;46;1;0;1;0;1;0;0;9;0;6.052090168;1;196
1367;8;50;1;0;1;0;1;0;0;9;0;6.2146101;2;196
1368;9;49;1;0;1;0;1;0;0;9;0;6.437749863;3;196
1369;10;48;1;0;1;0;1;0;0;9;0;6.586170197;4;196
1370;11;50;1;0;1;0;1;0;0;9;0;6.68460989;5;196
1371;12;50;1;0;1;0;1;0;0;9;0;6.745240211;6;196
1372;13;40;1;0;1;0;1;0;0;9;0;6.907760143;7;196
1373;20;50;1;1;1;0;0;1;0;7;0;5.533390045;1;197
1374;21;50;1;1;1;0;0;1;0;7;0;5.820079803;2;197
1375;22;50;1;1;1;0;0;1;0;7;0;5.89989996;3;197
1376;23;50;1;1;1;0;0;1;0;7;0;5.976349831;4;197
1377;24;49;1;1;1;0;0;1;0;7;0;6.052090168;5;197
1378;25;48;1;1;1;0;0;1;0;7;0;6.129049778;6;197
1379;26;39;1;1;1;0;0;1;0;7;0;6.212609768;7;197
1380;29;47;0;1;0;0;1;0;0;12;0;6.68460989;1;198
1381;30;48;0;1;0;0;1;0;0;12;0;6.68460989;2;198
1382;31;47;0;1;0;0;1;0;0;12;0;6.77421999;3;198
1383;32;45;0;1;0;0;1;0;0;12;0;6.845880032;4;198
1384;33;45;0;1;0;0;1;0;0;12;0;7.025539875;5;198
1385;34;45;0;1;0;0;1;0;0;12;0;7.088409901;6;198
1386;35;45;0;1;0;0;1;0;0;12;0;7.130899906;7;198
1387;8;50;0;0;0;1;0;0;0;13;0;6.396930218;1;199
1388;9;50;0;0;0;1;0;0;0;13;0;6.51914978;2;199
1389;10;48;0;0;0;1;0;0;0;13;0;6.60394001;3;199
1390;11;50;0;0;0;1;0;0;0;13;0;6.73815012;4;199
1391;12;49;0;0;0;1;0;0;0;13;0;6.842679977;5;199
1392;13;48;0;0;0;1;0;0;0;13;0;6.907760143;6;199
1393;14;50;0;0;0;1;0;0;0;13;0;7.090079784;7;199
1394;3;43;0;0;0;0;1;0;0;17;0;6.173789978;1;200
1395;4;38;0;0;0;0;1;0;0;17;0;6.336830139;2;200
1396;5;36;0;0;0;0;1;0;0;17;0;6.354370117;3;200
1397;6;36;0;0;0;0;1;0;0;17;0;6.395259857;4;200
1398;7;36;0;0;0;0;1;0;1;17;0;6.551080227;5;200
1399;8;37;0;0;0;0;1;0;1;17;0;6.68460989;6;200
1400;9;38;0;0;0;0;1;0;0;17;0;6.731019974;7;200
1401;20;48;1;1;0;0;1;0;1;11;0;6.163310051;1;201
1402;21;47;1;1;0;0;1;0;1;11;0;6.242219925;2;201
1403;22;48;1;1;0;0;1;0;1;11;0;6.36646986;3;201
1404;23;47;1;1;0;0;1;0;1;11;0;6.442540169;4;201
1405;24;47;1;1;0;0;1;0;1;11;0;6.510260105;5;201
1406;25;45;1;1;0;0;1;0;1;11;0;6.624070168;6;201
1407;26;47;1;1;0;0;1;0;1;11;0;6.715380192;7;201
1408;7;50;0;0;1;1;0;1;0;12;0;5.908080101;1;202
1409;8;50;0;0;1;1;0;1;0;12;0;5.926929951;2;202
1410;9;51;0;0;1;1;0;1;0;12;0;6.107019901;3;202
1411;10;51;0;0;1;1;0;1;0;12;0;6.261489868;4;202
1412;11;48;0;0;1;1;0;1;0;12;0;6.261489868;5;202
1413;12;50;0;0;1;1;0;1;0;12;0;6.31716013;6;202
1414;13;50;0;0;1;1;0;1;0;12;0;6.424870014;7;202
1415;19;46;0;0;0;1;1;0;0;9;0;6.079929829;1;203
1416;20;52;0;0;0;1;1;0;0;9;0;6.079929829;2;203
1417;21;51;0;0;0;1;1;0;0;9;0;6.137730122;3;203
1418;22;50;0;0;0;1;1;0;0;9;0;6.188260078;4;203
1419;23;51;0;0;0;1;1;0;0;9;0;6.188260078;5;203
1420;24;51;0;0;0;1;1;0;0;9;0;5.966149807;6;203
1421;25;52;0;0;0;1;1;0;0;9;0;6.016160011;7;203
1422;32;50;1;0;1;0;1;0;1;9;0;6.476970196;1;204
1423;33;48;1;0;1;0;1;0;1;9;0;6.536690235;2;204
1424;34;45;1;0;1;0;1;0;0;9;0;6.586170197;3;204
1425;35;38;1;0;1;0;1;0;1;9;0;6.672029972;4;204
1426;36;28;1;0;1;0;1;0;1;9;0;6.802390099;5;204
1427;37;44;1;0;1;0;1;0;1;9;0;6.937310219;6;204
1428;38;46;1;0;1;0;1;0;1;9;0;7.047520161;7;204
1429;25;45;1;0;1;0;1;0;1;12;0;6.546790123;1;205
1430;26;48;1;0;1;0;1;0;1;12;0;6.68460989;2;205
1431;27;42;1;0;1;0;1;0;1;12;0;6.907760143;3;205
1432;28;36;1;0;1;0;1;0;1;12;0;6.694560051;4;205
1433;29;48;1;0;1;0;1;0;1;12;0;6.907760143;5;205
1434;30;34;1;0;1;0;1;0;1;12;0;6.938280106;6;205
1435;31;34;1;0;1;0;1;0;1;12;0;7.048389912;7;205
1436;12;48;0;0;0;1;1;0;0;13;0;6.905749798;1;206
1437;13;50;0;0;0;1;1;0;0;13;0;6.905749798;2;206
1438;14;50;0;0;0;0;1;0;0;13;0;7.342780113;3;206
1439;15;49;0;0;0;0;1;0;0;13;0;7.475910187;4;206
1440;16;49;0;0;0;1;1;0;0;13;0;7.501080036;5;206
1441;17;49;0;0;0;1;1;0;0;13;0;7.217440128;6;206
1442;18;47;0;0;0;1;1;0;0;13;0;7.872839928;7;206
1443;13;51;0;0;0;1;1;0;0;17;0;6.905749798;1;207
1444;14;35;0;0;0;1;1;0;0;17;0;6.905749798;2;207
1445;15;52;0;0;0;1;1;0;0;17;0;7.313220024;3;207
1446;16;52;0;0;0;1;1;0;0;17;0;7.706610203;4;207
1447;17;52;0;0;0;1;1;0;0;17;0;6.982860088;5;207
1448;18;52;0;0;0;1;1;0;0;17;0;7.467370033;6;207
1449;19;51;0;0;0;1;1;0;0;17;0;7.919360161;7;207
1450;15;22;1;0;0;1;0;1;0;11;1;5.393630028;1;208
1451;16;46;1;0;0;1;0;1;0;11;1;5.521460056;2;208
1452;17;50;1;0;0;1;0;1;1;11;1;5.752570152;3;208
1453;18;49;1;0;0;1;0;1;1;11;1;5.752570152;4;208
1454;19;50;1;0;0;1;0;1;1;11;1;5.814129829;5;208
1455;20;41;1;0;0;1;0;1;0;11;1;5.953239918;6;208
1456;21;42;1;0;0;1;0;1;0;11;1;6.052090168;7;208
1457;23;49;0;0;0;0;1;0;0;17;0;6.551080227;1;209
1458;24;40;0;0;0;0;1;0;0;17;0;6.672029972;2;209
1459;25;44;0;0;0;0;1;0;0;17;0;6.665679932;3;209
1460;26;43;0;0;0;0;1;0;0;17;0;6.672029972;4;209
1461;27;41;0;0;0;0;1;0;0;17;0;6.715380192;5;209
1462;28;40;0;0;0;0;1;0;0;17;0;6.802390099;6;209
1463;29;42;0;0;0;0;1;0;0;17;0;6.897699833;7;209
1464;34;39;1;1;0;0;0;0;1;8;0;6.620069981;1;210
1465;35;48;1;1;0;0;0;0;1;8;0;6.620069981;2;210
1466;36;48;1;1;0;0;0;0;1;8;0;6.715380192;3;210
1467;37;48;1;1;0;0;0;0;1;8;0;6.802390099;4;210
1468;38;47;1;1;0;0;0;0;1;8;0;6.856460094;5;210
1469;39;45;1;1;0;0;0;0;1;8;0;6.907760143;6;210
1470;40;45;1;1;0;0;0;0;1;8;0;6.956550121;7;210
1471;30;49;0;1;0;1;1;0;0;10;0;6.77421999;1;211
1472;31;48;0;1;0;1;1;0;0;10;0;6.905749798;2;211
1473;32;49;0;1;0;1;1;0;0;10;0;6.907760143;3;211
1474;33;49;0;1;0;1;1;0;0;10;0;7.369599819;4;211
1475;34;52;0;1;0;1;1;0;0;10;0;7.452980042;5;211
1476;35;49;0;1;0;1;1;0;0;10;0;7.649690151;6;211
1477;36;48;0;1;0;1;1;0;1;10;0;7.549610138;7;211
1478;7;49;0;1;0;1;1;0;0;17;0;6.905749798;1;212
1479;8;48;0;1;0;1;1;0;0;17;0;6.905749798;2;212
1480;9;49;0;1;0;1;1;0;0;17;0;7.090079784;3;212
